business_id,city,postalCode,stars,price
eA7dquUy3yMY6PAojF-htw,Las Vegas,89102,4.5,3
Cr4ipI-tr-R8Q0NilkWNkA,Las Vegas,89119,4,4
1sKgnN19r5os7GMr2bgU2Q,Las Vegas,89139,3.5,1
U474WrLuujw5z7rA0ksghg,Las Vegas,89123,4,1
d3zW_b-JWlxMneNn7K9xew,Las Vegas,89131,3,2
Z1E36owKeeZKDL-9ZuanJw,Las Vegas,89147,3.5,2
EvClmyT2TXi3YSLeTwK84Q,Las Vegas,89117,4,2
4XeNjQdqG8_2lEDS2CNp2A,Las Vegas,89122,2,2
q9RzVkw_pvk4upiHv0EUvg,Las Vegas,89101,3,2
YBNmWKk0c_yMGGv24gCrXQ,Las Vegas,89134,3,1
LQFzGlPvZWUy0B_Qt_O_Sw,Las Vegas,89109,4.5,3
2lUp2T09MltaVT5awHRElA,Las Vegas,89117,4.5,2
1d4OiPU75_KvXkgiBD35-g,Las Vegas,89109,2.5,2
ID5wWJ9C7G0hfbQilvlfxA,Las Vegas,89101,3.5,2
RFShuclj__l61sC6XGqpvQ,Las Vegas,89123,4.5,2
yBte_DeURjkdC_S6Gxxp4w,Las Vegas,89109,4,3
OQUJBH55AH8rm-eR7X-CrQ,Las Vegas,89106,4,2
95CCHowiE0W_ovv5-9lQAQ,Las Vegas,89110,4.5,1
oIKUF-VTGcsViWpPSZABiw,Las Vegas,89102,3.5,2
_uO4ZQQY6nHarGxSoCyMFQ,Las Vegas,89128,3,2
E2ZpdfUVGZphcYnSZfjSug,Las Vegas,89149,3,2
#NAME?,Las Vegas,89109,3,2
YgD-tVUetABxykYP0P1VyQ,Las Vegas,89128,1,2
xS2tLhWLmxIj_ymEits5vQ,Las Vegas,89183,4.5,2
iUFwE4oFs_JRVdqA3G7ICg,Las Vegas,89130,3,1
dhSggLvSrljcUxARFF1yqQ,Las Vegas,89102,2.5,3
pHJu8tj3sI8eC5aIHLFEfQ,Las Vegas,89103,4,2
51w4xFMVKcEpPjq_37EOGQ,Las Vegas,89131,4,2
K_pzZr-nXH2zdLxP-gcD0A,Las Vegas,89119,3.5,2
FLo5NZ8OXq-lgfXIn1er1A,Las Vegas,89109,4,2
k-3nsmnnq4cnUutgOVEjaQ,Las Vegas,89104,3,2
dupc1Q5bl1gwTheS1ZqEig,Las Vegas,89109,3,2
aYyj9OdH059CoEXadmldXA,Las Vegas,89113,4,2
NWsJNxKET__e398xZCbG4Q,Las Vegas,89109,5,3
JaTMfhaiPp4tcvTltPAeiA,Las Vegas,89109,4,4
2VNa2kbbt4o8nQmPKIcHVQ,Las Vegas,89147,5,1
E0zjBNt4_giYtJqUjugskw,Las Vegas,89103,3.5,1
13RpfoJXpRseXTW_RyEyPQ,Las Vegas,89104,4,2
-46pFijv3f2jZH-_Ze6CQA,Las Vegas,89108,4,4
-2ym8gLGnYV5uEgyMXnL7A,Las Vegas,89109,4,2
hyneOq2Kt-VIzWjM2tS03g,Las Vegas,89123,3,2
xBWTtwUd3tFCX5vobs2p7A,Las Vegas,89169,3.5,1
XE6kf2bviFBdGmVI_SJpmA,Las Vegas,89101,3,2
nJx_8MLKpBHL-m5ilbAaAA,Las Vegas,89119,3,2
WX8cx6tfFcEn0cK4cIbWag,Las Vegas,89109,4,3
5SpXQTVDVLthQkPtYS-jIg,Las Vegas,89102,3.5,2
02giJIMo2sfua2wHfCbG-A,Las Vegas,89123,4.5,1
fNGjSXWMcWohybMq7-1UjA,Las Vegas,89117,3.5,3
YPIUgfBKSZDMlfqg_v8uaA,Las Vegas,89108,3.5,1
SOKM_5e4sfNJaSbvFf_sHw,Las Vegas,89113,4,2
2gzGsVK2slWTW8r91YXtJQ,Las Vegas,89120,4,2
gHq85iAANw1eIOVzkzRrpg,Las Vegas,89113,4.5,2
LBb1rdppLP5rrSnWv8o_TQ,Las Vegas,89109,3,4
xxYsX6Gj0-pj-kxKw092LQ,Las Vegas,89145,3,1
G64LZzcDOBzR55jn2yRKYw,Las Vegas,89103,3.5,1
B-WEpc814hw-esInatyNOA,Las Vegas,89106,2.5,1
_EY4VghUF6XsI2rG-AxsTQ,Las Vegas,89128,4,2
mnrTSOI-i-Q40wJmUNdUcA,Las Vegas,89109,3.5,4
LbisR-H0KfrbI74I00ZG2Q,Las Vegas,89123,3,1
yj-3z9okilOi7mio30-ZKw,Las Vegas,89119,2.5,2
nQjuBVbcRFyX3trnuf_8CQ,Las Vegas,89146,4,2
HljQS-M-DvcU1CdfD_aJag,Las Vegas,89110,2,3
xqbvqZHNyj2qExHdizzd0w,Las Vegas,89103,3.5,1
JpgVl3d20CMRNjf1DVnzGA,Las Vegas,89109,3,3
ajWLpOe3wcLrlu2CNjdAGA,Las Vegas,89123,3,2
j6aEG3n0r9vxvGzqIhF-ZA,Las Vegas,89123,3.5,1
foALwGxgEz8bvYw5lLqINQ,Las Vegas,89146,4.5,2
XSC5ZEVeCsqNa-skiuUwOA,Las Vegas,89109,3.5,3
u6st_YpDJWNAzbeGlnegBA,Las Vegas,89123,4,2
KK8ZXzDxa9YdvI9n28s7GQ,Las Vegas,89123,3.5,2
WNByT7MSHEmkh-y_JYwjjA,Las Vegas,89169,1,1
EvxTD0ETbbFbFjUMWhHbIw,Las Vegas,89110,4.5,1
Cn-3QY2-FHPL73VbZTfGag,Las Vegas,89121,2.5,1
yrqUgR0Yj3nUU7oHPZb2Zg,Las Vegas,89107,3.5,3
wPGjrXl1W0Bb8m2L7nBAew,Las Vegas,89123,4.5,1
3aKRYHFXMjKiaSAsVH4qiw,Las Vegas,89109,3.5,3
QEgvfB8OUq5_X-UURbw2DA,Las Vegas,89103,5,2
9km51KaQujxsSgdaG9gYSw,Las Vegas,89146,4.5,2
8hDKFHyRrILlXp5DfTlSGw,Las Vegas,89169,3.5,1
IJxoz_Ra_ansArJuMo6H1Q,Las Vegas,89123,3,1
Nw24O7pZTBKtQ9_DFUiRgA,Las Vegas,89183,4.5,1
HNccjcURRjDtRm5ZSDGAXA,Las Vegas,89113,3,2
i3gfG2AyoE3eqKRMIgAiAQ,Las Vegas,89128,3.5,2
nzN_92LD8uClqajFORnepg,Las Vegas,89109,4,3
mqd1Aasl9aMqqa8CKjwEeQ,Las Vegas,89101,3,2
Ym4qZJDUFz42rs0FCKJ7kw,Las Vegas,89117,2,1
VOYs47baBZ1nfZXPoyaqDA,Las Vegas,89119,3.5,1
5EIuCcoHY2evAhFMBV6G6g,Las Vegas,89109,3.5,3
mZI_wVrLOjz4M-QIC9n-jA,Las Vegas,89119,2.5,2
wkKlpSx3OcoGJiv7p8VZzw,Las Vegas,89102,4.5,2
-33vxPJAFP4wWiNdMqzz0w,Las Vegas,89148,3.5,2
W90h9VXUSdRz1_uJhweVPQ,Las Vegas,89109,3,2
XSrw857p3LpcQBKfR_pPAA,Las Vegas,89119,4,2
RJZK4XXMXYcu9NeLOWMP5A,Las Vegas,89147,4,2
tqZkqP-pcGHHb7NZXz6A4w,Las Vegas,89123,4.5,2
ujVvI7_HZPUKagnBddPHPA,Las Vegas,89124,2.5,2
d033o8SGmbrnzkn3iwZ9zg,Las Vegas,89139,1.5,1
Qy_tDaVTWlS14fEglzo1Tg,Las Vegas,89117,4,2
1FkUTet5GQ5mVwNLw_Ds4g,Las Vegas,89121,5,2
DcaeG13YufDIPq5PcwU6cA,Las Vegas,89109,4,1
4mYPOzBokDgz307TW2EIKw,Las Vegas,89104,2.5,2
8FUzCm4Q13MJMX7N6ftmQw,Las Vegas,89129,4,1
G87KAQTAikwh8sQA2BW3fA,Las Vegas,89119,4.5,2
m_XkXGm4BSnrtiLc1zgLTw,Las Vegas,89102,4,1
s71FeGvSVeNwcui320Amaw,Las Vegas,89123,2.5,3
u7Q0cxqji35X75C5YWHHPA,Las Vegas,89183,1.5,2
AQKOuwrOCacAhd-jfFMABA,Las Vegas,89104,2.5,2
T6UXTJoc0ESffxc4jNVdow,Las Vegas,89123,4.5,2
MVwcVzTYVKib5kLINNumuA,Las Vegas,89146,5,2
eoEUd8lZjBirm8vCuD4f4w,Las Vegas,89124,3,1
kmdFk8ETfXiuoS364jaJFA,Las Vegas,89183,2.5,2
y07Wg8z9KLKerPkdSMRkLQ,Las Vegas,89128,3,2
NF1n1PMUKrpNMQNCWgC8cw,Las Vegas,89107,5,2
wQ7He_M4aekw7YCEgvWk7w,Las Vegas,89149,3.5,1
nCOctON_izR1j9fynkp3Zw,Las Vegas,89106,3,1
jb_QTeYTSS642UafKRFs2Q,Las Vegas,89117,4.5,1
pwdZMC9Q2QH2uNbUj3NDeA,Las Vegas,89169,4,2
HiqYus6muaBFlZtHhES7XQ,Las Vegas,89141,1.5,1
IBKNR0-FL_Y5KzXqA1yS4A,Las Vegas,89148,4,1
XrZPrCcbE3WOMyyqsXLPKQ,Las Vegas,89103,4,2
P7pxQFqr7yBKMMI2J51udw,Las Vegas,89109,4,2
a_EGJWEgvGAiPtuATh3Kow,Las Vegas,89123,3.5,1
a2fqQVxtFGc-bjKQ3BXItA,Las Vegas,89109,3,2
#NAME?,Las Vegas,89135,3,2
HDxv5GQ3apbbTiFQjBCTqw,Las Vegas,89123,5,1
5NZ3cn2zb7UhMEsujfC8IA,Las Vegas,89102,5,1
7nRlDLrob6oK5zmGo4Vpbg,Las Vegas,89103,3.5,2
xk-fOf_M39kDTgzfVgu0Tw,Las Vegas,89131,4,2
uL-QZ04nkgFWfw4-Z37pGA,Las Vegas,89122,4,2
kihL3ob1VOlAaGNeJ0fClw,Las Vegas,89123,2.5,2
cHtJHU0iMongcIQvjXVhCw,Las Vegas,89103,2.5,2
npHRkHxgKjSGcFBi81EBWA,Las Vegas,89169,3,1
WyyJdVQBFlPVITTmjgEhlQ,Las Vegas,89103,1.5,2
Tjrd8ssu6XpeZsHjkJgUxw,Las Vegas,89110,2.5,1
ziBcGzCwbAqMYo3elgwHrQ,Las Vegas,89103,2.5,2
rwyEBonWH2nhxxxQo6X1nw,Las Vegas,89117,4.5,2
hPtLBHnfTjIefcnwZh48jA,Las Vegas,89014,3.5,2
Ub8goFppwZkOGTpfoWF4JA,Las Vegas,89119,4,1
0lxyY2bwmpde2QHcnh8fZQ,Las Vegas,89136,2,1
mlXQFMNrCFgnOjQhylD9yw,Las Vegas,89109,2.5,2
saUa3fUQ8rQQ3GhE1IfrsA,Las Vegas,89183,4,2
Q9nbGK5msNEaxmcpsNmogA,Las Vegas,89149,3,2
xEipc_lODgfVpjQQ2axnKw,Las Vegas,89119,4.5,2
TrqHcBX5V9rdzHRpcXCJuQ,Las Vegas,89102,3,1
f_ODjmy-gv0VfGFFAq0mKQ,Las Vegas,89119,3,1
SQLbMw1Zd0-UYXNslaWy7w,Las Vegas,89110,4,2
RsrVsDtlaFw96UAoWj0HWA,Las Vegas,89109,2.5,2
OvbxEgVuJ768un1TByT5zA,Las Vegas,89148,3.5,3
IKmJzb67sLsaKa8PnCdl1w,Las Vegas,89146,2,1
e2ApirIzYID9xIye0r_gKQ,Las Vegas,89149,2.5,1
fDpiXePaeKqbOfoxXxUKyw,Las Vegas,89108,2.5,2
310Eyru1zsZ9K7BA-bgPQw,Las Vegas,89146,3.5,2
bR6D-aufYlF4SpLLTTyOvw,Las Vegas,89119,4.5,2
lx9260LHAie2bRGWjLAZ4w,Las Vegas,89103,4.5,2
vAONUY8VQSV6Tmk9WszhWw,Las Vegas,89123,3,2
l3EkLGreTXChG0TQHyo2ow,Las Vegas,89169,2,1
ZcaNi16wGGu5LCgRzhcPjg,Las Vegas,89109,3.5,3
NL-ymrd7jsk4MscQRgtPJQ,Las Vegas,89121,4,1
XTtNTWH_Nqv27RC7OtS7dQ,Las Vegas,89109,4,2
mLA7V2VDQ9u1rTR_hSM-1g,Las Vegas,89129,3.5,2
YfZaTlZJcba0wz-Lhx_bbQ,Las Vegas,89136,3.5,3
BCkOhklc0cf2LLjz1Yb9jQ,Las Vegas,89119,2,1
Y4nw_rZUPGw-aRdx6kv4kA,Las Vegas,89109,3,2
guKEIlmotSbtbi500bQNXA,Las Vegas,89118,4,2
ygyEERX0GgZYhRStNqSoTw,Las Vegas,89103,3,2
BYKdkOGUGDsuYV9XW4_RGA,Las Vegas,89123,5,2
fG68ddc7Ulav83enN10j_g,Las Vegas,89103,4.5,2
B7wVtgjOxkFNOoD6S11Urw,Las Vegas,89103,5,2
wf-Uj0LIfPhVSbxlmPcUqw,Las Vegas,89104,3.5,2
eHgxuooEDnjsmmckxPcKHQ,Las Vegas,89103,3,2
Y8FzNVRyqeN7FzC_zaxwjA,Las Vegas,89169,3,1
CIu7ybFJhERiWzugrkPb8g,Las Vegas,89109,4,4
x4txqZRe2f8-sTzt0myCVg,Las Vegas,89119,3.5,2
X2iq34JAPa10k3U5lkZb6g,Las Vegas,89109,3,4
eVoyD_niS2UvSbPDgPNvPQ,Las Vegas,89109,4,4
xCMtWXCjKqY6IjCDEa1QNQ,Las Vegas,89178,4.5,2
yMa2Qwit4ieNnB3ZYZh7ew,Las Vegas,89183,4,2
MGZFWo0E-qhBSi9qK1hftQ,Las Vegas,89148,2.5,1
fJasbwbP1DiAI4uMYfI03g,Las Vegas,89145,4.5,2
BfA3Gt69o06W-BcANuR2yw,Las Vegas,89146,3.5,1
SQEzO0MiY6-M1VwbYcbWtg,Las Vegas,89113,3.5,1
2MWW8ZwtXyScveVnqVONPA,Las Vegas,89101,4,1
HQkEt6BrLxXcLM1IkfgUZA,Las Vegas,89115,5,2
Inh4zML74UuNekCzM_JP2w,Las Vegas,89120,4.5,2
m-tOkwXdW0r4u_NG8w_ZXA,Las Vegas,89102,4,1
VQUQNGcktcLJpCdzd8dAgQ,Las Vegas,89109,4.5,2
fKAYcxoqblhyUIm7GTQMCA,Las Vegas,89129,4,2
0SodPiLSWvNaOqRgjVq6Bw,Las Vegas,89146,5,3
NTS7ANg1GSpLMKqfHCtS-w,Las Vegas,89118,4,2
5XJvYmO0Z6KAA5WwfBKRFg,Las Vegas,89118,4.5,2
nTYSlKiqgYE-fbmfINZQew,Las Vegas,89104,4,1
lF34YS1bt4Jvl4a1ZIafDw,Las Vegas,89109,2,1
TeHl9XewPDV8ep7oHRkHXg,Las Vegas,89122,3,1
mKNPKJDEXO1zIj-VlzwxZA,Las Vegas,89107,3.5,2
K0wWMcLJmeZ7oM1dzcx0gQ,Las Vegas,89107,2.5,2
4Pl-ziYL2oerGyIPlwVdmA,Las Vegas,89102,4.5,2
LwQB9H3jZ9wTk24Lr-AnZQ,Las Vegas,89109,4,3
Q6awGqGWT-X9gZ4VbX_d3w,Las Vegas,89102,5,1
lzQxNWlUVXJM2uqBeZafaQ,Las Vegas,89109,3,1
GcqBRZ3_PcSelMCUOeuxdQ,Las Vegas,89131,3.5,1
uQavb7YPhMo89AjwZcjb0w,Las Vegas,89109,3,2
ig8QyruudPG6U0uiIQySdA,Las Vegas,89109,4,1
EtWhX8jFs9rgDrvEOpFeIw,Las Vegas,89117,2,2
rQhSytWZ2vhzsfzBW4fKgQ,Las Vegas,89121,3.5,1
Q_dh08clYUPj13GmCRzIVA,Las Vegas,89139,4,2
0ox0u3k-I0XEqU_P6wJB3w,Las Vegas,89145,4,2
NFOj3uboFzeNF5X-dWUd_w,Las Vegas,89109,2.5,2
MSE8jNj8piUjKigkVFMJgQ,Las Vegas,89109,4.5,2
CbpHHJq6f84MKJg4Jp15PA,Las Vegas,89109,5,2
V6Od7XYl_PznuG19DPfTAQ,Las Vegas,89149,3,1
txeee1LquHOaroqXodi4UQ,Las Vegas,89169,2,1
nMIFA5IMhGtRbo7kHnDh3w,Las Vegas,89102,4.5,2
HHQpA9xCUmejgo0uVWY8Vg,Las Vegas,89108,2,2
KSIojNhortNYG6MHqjTxlQ,Las Vegas,89135,3.5,2
Ehy00JWQixgoXzisVKhvag,Las Vegas,89158,4,2
yZIA98HUgPYx4BY8iZr3IA,Las Vegas,89102,2.5,1
SZD6OTT1cc-ZznfAoyKudw,Las Vegas,89130,3,3
9iCgfQ7ffWtroHbde7q-pQ,Las Vegas,89117,2.5,2
8B5E6hgs_rewYe8xxSZTrg,Las Vegas,89146,3.5,1
e_D1vCgtadlK3syTMXVYVA,Las Vegas,89123,3.5,2
Oe0v8onNxm-WmTkzPy7DQA,Las Vegas,89149,5,2
nbVtxapTeq5HELUeNRgc6w,Las Vegas,89102,4,2
omVUhrbQgSJ-zdIs4ixiug,Las Vegas,89109,3,1
9WVNvQ1UhzXVMihF2Rhuiw,Las Vegas,89102,3.5,1
uKsOd2O_VoFvmYop0ryYcQ,Las Vegas,89118,2,1
9ehTNgvu0vZgHjWkQqF6KQ,Las Vegas,89104,3,2
XRYBvFFBNOUZT5NFqyS53g,Las Vegas,89146,4,2
2NcvQz-nK2kVLefeLF0Asg,Las Vegas,89113,3.5,2
XxYU9t50R5NnyUBmZVCEJg,Las Vegas,89120,4,2
GZAhDoly1LdcernwkZ6rbA,Las Vegas,89147,2.5,1
hQ4IGBbdDcCUh11zUSzwCQ,Las Vegas,89101,3.5,2
t_xZ1BTwessz4dtSy46cQw,Las Vegas,89101,4.5,2
wvPceiw6SJXIRAeJVM_fmw,Las Vegas,89149,4,1
C47xNSByH-2k7WbX9Yx6kw,Las Vegas,89154,4,1
kRarmb0OqNzyrh4GMZilkg,Las Vegas,89109,3.5,4
_hc_ZH8Hl1Atvqd8tyRLxw,Las Vegas,89123,4,1
wSgMEiuEhNyfBPAKjLuRgw,Las Vegas,89147,4,1
U8rsbHtpV60h8USOL-kaLg,Las Vegas,89119,4.5,3
onC6LNdf3HIwjB6LqMjQxw,Las Vegas,89156,3,1
ABtCLFoIEH26T2Ij-FQjag,Las Vegas,89119,3.5,1
RypJ1Rhq7Y8GFdP5UFbzUg,Las Vegas,89119,4.5,1
Iv7Coo5vENQ2OmZwzDoCLg,Las Vegas,89117,4.5,2
UztcBDDKj81W1HGDSwnz1w,Las Vegas,89103,2.5,2
STFExsbzRw7O8LcdlKbYiw,Las Vegas,89149,1.5,2
lOmt6Edj6A4OZBUIUwtI8Q,Las Vegas,89146,4,1
xDj6VQrMtbKrz8NSkJv_XA,Las Vegas,89109,4,2
f5IN-6LowoYpxDeQwb0dow,Las Vegas,89104,2,2
CJ9ZY_b8WHDygndmq1g4zQ,Las Vegas,89147,5,2
OmsusKFV5ELjwJ2ehTwNBQ,Las Vegas,89134,5,3
YTqtM2WFhcMZGeAGA08Cfg,Las Vegas,89104,4.5,2
0IjBFHFm8M-VPyym-Xrkhw,Las Vegas,89104,3.5,2
muD5-YKII_qOTRpbRWuOHA,Las Vegas,89103,3.5,1
xP8X_6PJ8KBBXVrIcKEx0A,Las Vegas,89146,3,2
pRlO48w4GkWEPEYIH2tHsw,Las Vegas,89113,3,2
juho9g5Xp9LYrfuWpnrWjw,Las Vegas,89109,4,4
BSj0qfFk-HQH1HMl8UdLvA,Las Vegas,89147,5,2
JrfrmXjh0RqfWIM_Q8XkaA,Las Vegas,89115,5,1
PeLzCf2_GZlNZns2PLBueA,Las Vegas,89121,3.5,1
gpSR5mYqy5XFd4_YRZU1Lw,Las Vegas,89131,3,2
ONFRwi5zzcqDkFKkbF1Fgg,Las Vegas,89148,3.5,3
_WEZNXybW8cu1T1KAiY08w,Las Vegas,89119,2.5,2
Yr4FC4Ck9KkghFY9QeYnWg,Las Vegas,89148,4,1
7ZUYzw56X2WPcjmEWI6zIA,Las Vegas,89102,4.5,2
jQgiS3ZrmS1-56Wll3kHJw,Las Vegas,89104,3.5,2
LanpqeFxavytCfrQq3-CPQ,Las Vegas,89123,4.5,2
CZli97iDJIq-ZVYxbDcnKg,Las Vegas,89120,3,2
v-yJdGZz3wIC4zpzlNMvYw,Las Vegas,89107,5,3
jUnS8REftaFlO9hPdHS1ug,Las Vegas,89104,3.5,1
Cf6fac73iYBXwkul-lm4vw,Las Vegas,89128,4.5,1
jOuv4KzrveubpB1We_c6uQ,Las Vegas,89104,5,2
HV2vPReKp0n0E6zgjsu4Mg,Las Vegas,89102,4.5,1
enndBt7RIkcHr2oEkDAXlA,Las Vegas,89149,4.5,2
5nRJg6TN0k4AIh1NcCWiYA,Las Vegas,89102,4.5,3
7GfA5WMSRd-JCaPxnwgIQw,Las Vegas,89117,3.5,1
BS4u8wkRb70FDBZcYkJ9kQ,Las Vegas,89120,3.5,1
H1azXnUsaPhWA3q_JroTIA,Las Vegas,89119,3,1
DG_XU9R3vi0DFHUCyyk5dA,Las Vegas,89118,4.5,1
l_aHtzAhgpG9h9tZdTEklg,Las Vegas,89117,3,1
hpnFcRFzs3kg-qM1tPEg3g,Las Vegas,89109,2.5,3
DC6LVnt9BVa8BkGYPAU75g,Las Vegas,89131,5,2
dx_2Xtx62aY9cmT73EUHlQ,Las Vegas,89149,4,2
yYwTV3c9Q3S1UDdpDhjgTg,Las Vegas,89117,3.5,1
stNlfaeBITkyGmHn8oRwvg,Las Vegas,89169,2,1
12EDcm_yr8IgpscPYcpJUQ,Las Vegas,89123,5,2
LMBsONMTzEzdb5eCw8fKuQ,Las Vegas,89148,5,2
_R76PYZqTRvw840SP6s5GA,Las Vegas,89123,4,1
8Tfp3p-AM1ApzD7cnpF15w,Las Vegas,89119,5,2
XnHOjoywBHtn7rOv7l0zAA,Las Vegas,89130,4.5,2
FMnH5WIRLyexBYMBUUnDxQ,Las Vegas,89135,4,2
W8apgXmOxESpoL_EeogC5w,Las Vegas,89119,4,1
lAKZPyrAD1DmjNDkTQkNtA,Las Vegas,89101,4.5,1
FQn9Oqbms1OEaVr5Ve_qRQ,Las Vegas,89115,2,2
AQ0U1PzM0BFRXQMmWRZ3pg,Las Vegas,89146,5,2
4Hx-brYb86k4C1VSKPvj7g,Las Vegas,89135,4,2
RhcAuoL6KCoJwQx-o5tb6g,Las Vegas,89108,3.5,1
ucv_SCACwuW4wEOudO_xyg,Las Vegas,89108,4.5,2
WKrCvD-CoDZnCj3nsMCrRw,Las Vegas,89183,3.5,2
efKSiP2E4DMW5VGfIqB8QA,Las Vegas,89110,2.5,3
RuEGOnQjp5WBaefQzOmDQQ,Las Vegas,89123,4.5,2
zomKr7uvvvmvNOdsH3r0Rw,Las Vegas,89119,3.5,2
GWlVa4UWp2D1EBSLSDsoTg,Las Vegas,89130,3,2
fnvG8OZ0rERCxphNlz9nfg,Las Vegas,89146,3.5,2
admjbox2g1d7VrT3RKOW6A,Las Vegas,89139,4.5,2
gKPGer8_b532vRzEjsXQxA,Las Vegas,89119,3.5,2
X1Y2II3AYdoxa70nTTfUPQ,Las Vegas,89109,3.5,2
xFlsvFGKWcW_KJW1Ia8ukw,Las Vegas,89108,4,1
PQER4ba8Q0zqB1G2QiXamQ,Las Vegas,89103,4,2
qE9yIXn2GQb2-4a_qOOKzg,Las Vegas,89119,1.5,1
qjnJFZtsY_nfRzoL3J_UWQ,Las Vegas,89109,3,2
qhbUNmiGKmw343Fj7qlEsQ,Las Vegas,89130,4,2
p86G_6hFYVHyKhV5UdN2Kw,Las Vegas,89139,3,1
zfIbo-0_JAj7pE8Cq_aeOQ,Las Vegas,89104,3.5,2
CpdrYT4LAOwsQInZBvB9hQ,Las Vegas,89145,4.5,2
b0WztBYRaswkUARxLQ1aKg,Las Vegas,89123,4,1
vNj6cwuUOGS178EVg_CUfg,Las Vegas,89146,3,1
lJL_0tefGkNcy0Y3eDnv-A,Las Vegas,89102,3.5,2
24ie-7u1ICsX-m1Y_PMy4g,Las Vegas,89103,2.5,2
0zoXYHq82haayMaV952jEQ,Las Vegas,89147,4,2
PSehpYrCFJ11-Z82w2JChA,Las Vegas,89122,4,2
TXCARn0fvOFoydARXEeaJg,Las Vegas,89101,4,1
F-yJbuAYoqJGuOjDXlTEWg,Las Vegas,89109,4,3
BB-Ab0rwYk6aclOn9SMVmg,Las Vegas,89121,3.5,2
Oq3aIq2F_cMxPjh3ZsCHoA,Las Vegas,89123,4.5,1
TCWMgOiV0PxQkWE1SyBIWQ,Las Vegas,89169,4,4
NEZCr0zLIPNYWNF57KsJJQ,Las Vegas,89121,4,1
M-fXuCV_oncmmNyXDug2rQ,Las Vegas,89119,3,2
kEqME0CEC5giKbYkcZiBNw,Las Vegas,89117,3,2
ps049_TieVPH0WCphngqgw,Las Vegas,89146,4,2
Z0kPVmXzo2rLEJwdothOWw,Las Vegas,89109,3,2
rTN9PfZFa3vmfyPZd-u9sw,Las Vegas,89108,3.5,2
oYWixgv1kiPV1j02TYzaPA,Las Vegas,89102,3,1
u66XnIFZO6SJ8CqlmFQ88w,Las Vegas,89146,4.5,2
aluFo6q1YRjGmcdr-ipXwA,Las Vegas,89104,5,2
z45xS0Kc6GpiITwrpkRVdQ,Las Vegas,89101,4.5,3
yGq9TuJy6aOiB8ANGPGS5w,Las Vegas,89169,4,1
hwR00bYYMCcrkyqB-tN2Ow,Las Vegas,89113,2.5,1
QPQURPon-Pk8bEJHSGSJFQ,Las Vegas,89136,4,1
MQgNF-Ze0TtpPCVd_yY6_A,Las Vegas,89128,3.5,2
KS6A-4DQ4Chtzgv40l5FTw,Las Vegas,89123,3,2
6fGZa9Kt48kHvPHs2sHI3w,Las Vegas,89119,2.5,1
Lbv3HgYzbP4uKrtlZk7bPg,Las Vegas,89149,3.5,1
#NAME?,Las Vegas,89103,4,1
wzICDzYbFWMPL99xvPx3Sw,Las Vegas,89109,4.5,3
2g_auUWw7c3c2CUTgVqI8Q,Las Vegas,89139,4,1
UhyDVz7npxKUl9BfMpfmBw,Las Vegas,89107,3.5,1
zQi4-EsOeHGDL2XyX0DkWw,Las Vegas,89109,2,3
d5jNxllk5BFt9R4YUEnSyQ,Las Vegas,89121,3.5,2
0m99JzzybBddbP9mr2y5XA,Las Vegas,89183,3.5,2
xfcQhhdp44Q4cYhwBNm3QQ,Las Vegas,89109,5,2
SfyEOFps3Q1nO0n6ImvQ_g,Las Vegas,89135,3,1
OLGHie1M1K0pvSYqhuQpKw,Las Vegas,89117,5,2
fP4sMlVw_MvyGNv4xeTGDA,Las Vegas,89169,4,1
qmh6zxtJ8C8-YiUPv7ySlw,Las Vegas,89136,4,4
jDSTRLPPc2vUpSoDGsWVSQ,Las Vegas,89119,2,2
iVZd_7jNg2BdnwTtjKuKAw,Las Vegas,89119,3,2
HaPwC4nxs6RPfe1pAQkQ4A,Las Vegas,89117,4,2
CdxWhFBtjl0LBqlQEfxX8A,Las Vegas,89109,4,2
cZO6RmJcqRY9jGbYY71z-A,Las Vegas,89134,4.5,2
M27BW1UdfdltMnXwxYAGqw,Las Vegas,89145,3.5,2
6zKU06XeCBdRDnzgNB5NmQ,Las Vegas,89109,2.5,2
fVnw0zpfr4EAlE3wKxJiCg,Las Vegas,89118,3,2
AKHdt0hRzX1sYZwmGzwG_A,Las Vegas,89169,2.5,1
hC_1SZybVmQYH-jN6QEJVA,Las Vegas,89119,4.5,2
SkyeYxOrvGYpDihgft2RtA,Las Vegas,89109,3,4
DrPIrkG3HYZu-0IEc0kvDA,Las Vegas,89108,4,2
khw9md3qjzxLPR938NZu5g,Las Vegas,89120,3.5,1
jo8PrEExITxlfjbMLPwPVA,Las Vegas,89122,4,2
tXbkilVP5hQ0nNsR5VakdQ,Las Vegas,89109,5,3
2LL-pWxdM_rvnaIpNxezsQ,Las Vegas,89119,4.5,1
BheSFu5s8VCNFg6ijBrRJw,Las Vegas,89108,2,1
AaugT98lvRdCvNMpwOPv1A,Las Vegas,89109,4.5,2
XEvOc1jhPosMn69hoqiYPQ,Las Vegas,89141,3.5,2
9zvglUorc3YOpN3SyJQKZw,Las Vegas,89147,2.5,1
Sa6ir2OM7Stqew5dPiHziA,Las Vegas,89103,3.5,2
DLJCwHGtbAV31UQ1lnIjlw,Las Vegas,89117,3.5,2
POiWEckMIOqX7TgBxXgCzw,Las Vegas,89130,4,1
CQjGMCD52I2HzZfGh0CiWA,Las Vegas,89106,5,3
